bug_id,creation_date,product_name,component_name,environment,severity_rating,priority,target_role,escalation_level,confidence_score
THUNDERBIRD-455127,2008-09-13,THUNDERBIRD,General,unknown,2,low,Software Developer,Standard queue,0.4662909289148436
CORE_GRAVEYARD-335076,2006-04-22,CORE_GRAVEYARD,GFX: BeOS,unknown,2,low,Software Developer,Standard queue,0.5999557620359899
SEAMONKEY-110555,2001-11-16,SEAMONKEY,UI Design,unknown,2,low,Frontend Developer,Standard queue,0.4510501168278682
CORE-482148,2009-03-08,CORE,CSS Parsing and Computation,unknown,2,low,Frontend Developer,Standard queue,0.4848752148223462
CORE-512407,2009-08-24,CORE,DOM: Geolocation,unknown,2,low,Frontend Developer,Standard queue,0.4852981126758915
WEBTOOLS-913569,2013-09-06,Other,kanbanzilla,unknown,2,low,Software Developer,Standard queue,0.4681558846705609
MOZILLA_LOCALIZATIONS-275507,2004-12-21,MOZILLA_LOCALIZATIONS,nl / Dutch,unknown,2,low,Software Developer,Standard queue,0.6039921459326613
BUGZILLA-351486,2006-09-05,BUGZILLA,Documentation,unknown,2,low,Product Specialist,Standard queue,0.5317153000169502
CORE-310875,2005-10-02,CORE,XUL,unknown,3,low,Frontend Developer,Same-day review,0.5541661217067035
CORE-205360,2003-05-12,CORE,Internationalization,unknown,3,low,Systems Developer,Same-day review,0.6222152350420618
WEBTOOLS_GRAVEYARD-458093,2008-10-01,WEBTOOLS_GRAVEYARD,Graph Server,unknown,2,low,Backend Developer,Standard queue,0.5887112671624026
CORE-144376,2002-05-14,CORE,Printing: Output,unknown,2,low,Software Developer,Standard queue,0.4818860064073526
NSS-226271,2003-11-19,NSS,Libraries,unknown,2,low,Software Developer,Standard queue,0.6048192663017362
CORE-357169,2006-10-18,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.46225342113754636
THUNDERBIRD-300688,2005-07-13,THUNDERBIRD,Mail Window Front End,unknown,2,low,Software Developer,Standard queue,0.4382850306626993
THUNDERBIRD-313341,2005-10-21,THUNDERBIRD,General,unknown,2,low,Software Developer,Standard queue,0.6471854382939559
WEBTOOLS_GRAVEYARD-16439,1999-10-14,WEBTOOLS_GRAVEYARD,Despot,unknown,2,low,Software Developer,Standard queue,0.47800740096220534
INFRASTRUCTURE_&_OPERATIONS-379209,2007-04-29,Other,RelOps: General,unknown,2,low,Software Developer,Standard queue,0.4874743103416357
CORE_GRAVEYARD-331452,2006-03-23,CORE_GRAVEYARD,XForms,unknown,2,low,Software Developer,Standard queue,0.4569997601301785
NSS-127365,2002-02-22,NSS,Libraries,unknown,2,low,Software Developer,Standard queue,0.809918352855864
DATA_&_BI_SERVICES_TEAM-801422,2012-10-14,Other,DB: MySQL,unknown,2,low,Database Engineer,Standard queue,0.4808918552029442
BUGZILLA-382330,2007-05-29,BUGZILLA,Dependency Views,unknown,2,low,Software Developer,Standard queue,0.5935217744638053
WWW.MOZILLA.ORG-237187,2004-03-11,WWW.MOZILLA.ORG,General,unknown,2,low,Software Developer,Standard queue,0.6755441014031022
CORE_GRAVEYARD-75651,2001-04-11,CORE_GRAVEYARD,Java: OJI,unknown,3,low,Backend Developer,Same-day review,0.7690245400708527
MAILNEWS_CORE-181123,2002-11-20,MAILNEWS_CORE,Backend,unknown,2,low,Backend Developer,Standard queue,0.4747145182513806
MOZILLA.ORG_GRAVEYARD-439673,2008-06-17,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,2,low,Backend Developer,Standard queue,0.45799414634643815
BUGZILLA-120236,2002-01-15,BUGZILLA,Bugzilla-General,unknown,3,low,Systems Developer,Same-day review,0.4804537916863999
CAMINO_GRAVEYARD-241093,2004-04-20,CAMINO_GRAVEYARD,Preferences,unknown,1,low,Software Developer,Standard queue,0.8761481514274256
CORE-161452,2002-08-07,CORE,XUL,unknown,2,low,Frontend Developer,Standard queue,0.4829602007376952
CORE-390483,2007-08-01,CORE,DOM: CSS Object Model,unknown,2,low,Frontend Developer,Standard queue,0.4977070587173347
FIREFOX-310921,2005-10-03,FIREFOX,Disability Access,unknown,2,low,Software Developer,Standard queue,0.6391923112672373
OTHER_APPLICATIONS_GRAVEYARD-139883,2002-04-24,Other,Venkman JS Debugger,unknown,2,low,Software Developer,Standard queue,0.4364845556942286
CAMINO_GRAVEYARD-363654,2006-12-12,CAMINO_GRAVEYARD,General,unknown,2,low,Software Developer,Standard queue,0.43389117574275093
MOZILLA.ORG-496144,2009-06-03,MOZILLA.ORG,Repository Account Requests,unknown,2,low,Software Developer,Standard queue,0.4980183455314715
CORE-325543,2006-02-01,CORE,Layout: Tables,unknown,2,low,Frontend Developer,Standard queue,0.4662678420295475
NSPR-8018,1999-06-11,Other,NSPR,unknown,3,low,Systems Developer,Same-day review,0.4534438329877519
DEVELOPER_DOCUMENTATION-242510,2004-05-03,Other,General,unknown,2,low,Software Developer,Standard queue,0.4526877568928593
CORE-980630,2014-03-06,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.4583485139886089
CORE-417404,2008-02-13,CORE,XPCOM,unknown,2,low,Software Developer,Standard queue,0.4802808730948967
SEAMONKEY-80067,2001-05-10,SEAMONKEY,General,unknown,1,low,Software Developer,Standard queue,0.43803999045734077
TECH_EVANGELISM_GRAVEYARD-169202,2002-09-17,TECH_EVANGELISM_GRAVEYARD,Hebrew,unknown,3,low,Systems Developer,Same-day review,0.7982051162159363
MOZILLA.ORG_GRAVEYARD-57323,2000-10-19,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,3,low,Backend Developer,Same-day review,0.46669480088351223
FIREFOX-381217,2007-05-18,FIREFOX,Bookmarks & History,unknown,2,low,Software Developer,Standard queue,0.4614555054454927
CORE-363329,2006-12-09,CORE,Layout: Tables,unknown,2,low,Frontend Developer,Standard queue,0.6137198096853362
MAILNEWS_CORE-477120,2009-02-05,MAILNEWS_CORE,Security,unknown,2,low,Software Developer,Standard queue,0.4947323987982589
FIREFOX_BUILD_SYSTEM-322172,2006-01-02,FIREFOX_BUILD_SYSTEM,General,unknown,2,low,Software Developer,Standard queue,0.4855588195072563
SEAMONKEY-459589,2008-10-12,SEAMONKEY,Help Documentation,unknown,1,low,Product Specialist,Standard queue,0.911219925685624
CORE-208111,2003-06-03,CORE,DOM: Core & HTML,unknown,2,low,Frontend Developer,Standard queue,0.7793327713658397
INFRASTRUCTURE_&_OPERATIONS-395530,2007-09-08,Other,RelOps: General,unknown,3,low,Systems Developer,Same-day review,0.9002752325903133
FIREFOX-412017,2008-01-11,FIREFOX,Address Bar,unknown,2,low,Software Developer,Standard queue,0.5373652665432712
CALENDAR-245171,2004-05-31,CALENDAR,Sunbird Only,unknown,2,low,Software Developer,Standard queue,0.781587651833805
CORE_GRAVEYARD-125426,2002-02-13,CORE_GRAVEYARD,Viewer App,unknown,3,low,Systems Developer,Same-day review,0.8844410390883137
CORE-555881,2010-03-29,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.5176210726674028
MOZILLA.ORG_GRAVEYARD-486618,2009-04-02,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,3,low,Backend Developer,Same-day review,0.6261814484697314
BUGZILLA-405355,2007-11-25,BUGZILLA,Bugzilla-General,unknown,2,low,Software Developer,Standard queue,0.5671962901715194
MOZILLA_LOCALIZATIONS-370917,2007-02-19,MOZILLA_LOCALIZATIONS,ml / Malayalam,unknown,2,low,Software Developer,Standard queue,0.46840573494939064
SEAMONKEY-236003,2004-02-28,SEAMONKEY,Bookmarks & History,unknown,3,low,Systems Developer,Same-day review,0.4638267357880489
WEBTOOLS_GRAVEYARD-346076,2006-07-27,WEBTOOLS_GRAVEYARD,Tinderbox2,unknown,2,low,Software Developer,Standard queue,0.47292840080168924
MOZILLA.ORG_GRAVEYARD-403654,2007-11-13,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,2,low,Backend Developer,Standard queue,0.5042442139139562
CORE-237020,2004-03-10,CORE,SVG,unknown,3,low,Systems Developer,Same-day review,0.4541931452298098
CORE-290766,2005-04-17,CORE,SVG,unknown,2,low,Software Developer,Standard queue,0.4731196170040928
TOOLKIT-401292,2007-10-26,TOOLKIT,Application Update,unknown,2,low,Software Developer,Standard queue,0.45692664573591824
BUGZILLA.MOZILLA.ORG-508830,2009-08-06,Other,General,unknown,1,low,Software Developer,Standard queue,0.4678876976771648
TOOLKIT-402610,2007-11-05,TOOLKIT,Safe Browsing,unknown,2,low,Software Developer,Standard queue,0.4345069534849877
WEBSITES-402474,2007-11-04,Other,planet.mozilla.org,unknown,2,low,Software Developer,Standard queue,0.47350550341204733
NSS-336937,2006-05-06,NSS,Libraries,unknown,1,low,Software Developer,Standard queue,0.4348519847237437
THUNDERBIRD-522096,2009-10-13,THUNDERBIRD,Account Manager,unknown,2,low,Software Developer,Standard queue,0.4855874516358327
FIREFOX-328132,2006-02-21,FIREFOX,General,unknown,2,low,Software Developer,Standard queue,0.47326728163436893
OTHER_APPLICATIONS-250864,2004-07-11,OTHER_APPLICATIONS,ChatZilla,unknown,2,low,Software Developer,Standard queue,0.4706155709843149
CORE-220672,2003-09-29,CORE,Networking,unknown,1,low,Backend Developer,Standard queue,0.5394822754576633
TECH_EVANGELISM_GRAVEYARD-152346,2002-06-17,TECH_EVANGELISM_GRAVEYARD,Italian,unknown,3,low,Systems Developer,Same-day review,0.6351537496335663
CORE-514570,2009-09-03,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.47878545391389515
CORE-365001,2006-12-25,CORE,Graphics,unknown,2,low,Software Developer,Standard queue,0.5795462383222154
BUGZILLA-451801,2008-08-22,BUGZILLA,User Interface,unknown,1,low,Frontend Developer,Standard queue,0.7545552476294488
CORE-108303,2001-11-02,CORE,XUL,unknown,2,low,Frontend Developer,Standard queue,0.5156035131181579
RELEASE_ENGINEERING-486567,2009-04-02,RELEASE_ENGINEERING,General,unknown,2,low,Software Developer,Standard queue,0.8293585803984471
MOZILLA.ORG-453612,2008-09-04,MOZILLA.ORG,Repository Account Requests,unknown,2,low,Software Developer,Standard queue,0.47747541172712377
NSS-536640,2009-12-23,NSS,Libraries,unknown,2,low,Software Developer,Standard queue,0.4568840215465169
CORE-226099,2003-11-18,CORE,HTML: Parser,unknown,2,low,Frontend Developer,Standard queue,0.5232180431715612
CORE-369568,2007-02-06,CORE,SVG,unknown,2,low,Software Developer,Standard queue,0.4626474530112352
CORE-463958,2008-11-09,CORE,Widget,unknown,2,low,Software Developer,Standard queue,0.45831314997399647
FIREFOX_BUILD_SYSTEM-389218,2007-07-22,FIREFOX_BUILD_SYSTEM,General,unknown,3,low,Software Developer,Same-day review,0.7530135810779306
TECH_EVANGELISM_GRAVEYARD-207362,2003-05-28,TECH_EVANGELISM_GRAVEYARD,English US,unknown,2,low,Software Developer,Standard queue,0.495525471644347
CORE-472461,2009-01-07,CORE,JavaScript Engine,unknown,3,low,Frontend Developer,Same-day review,0.5897517502158718
SEAMONKEY-270128,2004-11-16,SEAMONKEY,Autocomplete,unknown,1,low,Software Developer,Standard queue,0.5702735779771156
CORE-296528,2005-06-03,CORE,Widget: Win32,unknown,3,low,Systems Developer,Same-day review,0.5944249848347429
THUNDERBIRD-214136,2003-07-28,THUNDERBIRD,Mail Window Front End,unknown,2,low,Software Developer,Standard queue,0.44350589487819086
ADDONS.MOZILLA.ORG_GRAVEYARD-385318,2007-06-21,ADDONS.MOZILLA.ORG_GRAVEYARD,Localization,unknown,2,low,Software Developer,Standard queue,0.6931841045995876
CORE-133657,2002-03-26,CORE,XPCOM,unknown,2,low,Software Developer,Standard queue,0.5875278538502565
CORE-118235,2002-01-04,CORE,ImageLib,unknown,2,low,Software Developer,Standard queue,0.4373385122577602
NSS-406796,2007-12-04,NSS,CA Certificate Root Program,unknown,2,low,Software Developer,Standard queue,0.45906850319034614
MARKETING-350021,2006-08-24,Other,Trademark Violations,unknown,2,low,Software Developer,Standard queue,0.45182563357280303
CORE_GRAVEYARD-331209,2006-03-21,CORE_GRAVEYARD,XForms,unknown,2,low,Software Developer,Standard queue,0.7401608990962352
CORE-288956,2005-04-04,CORE,Internationalization,unknown,2,low,Software Developer,Standard queue,0.6834814679225374
FIREFOX-329792,2006-03-08,FIREFOX,Bookmarks & History,unknown,2,low,Software Developer,Standard queue,0.5525484372577933
FIREFOX_BUILD_SYSTEM-517417,2009-09-18,FIREFOX_BUILD_SYSTEM,General,unknown,2,low,Software Developer,Standard queue,0.47627039959606654
CORE_GRAVEYARD-450270,2008-08-12,CORE_GRAVEYARD,Embedding: APIs,unknown,2,low,Backend Developer,Standard queue,0.48521981104216116
CORE-25584,2000-01-28,CORE,XPCOM,unknown,2,low,Software Developer,Standard queue,0.4941499060505391
BUGZILLA-427449,2008-04-06,BUGZILLA,Database,unknown,2,low,Database Engineer,Standard queue,0.4851762673410225
BUGZILLA-217242,2003-08-25,BUGZILLA,User Interface,unknown,2,low,Frontend Developer,Standard queue,0.4761995573099435
MOZILLA_LOCALIZATIONS-372924,2007-03-06,MOZILLA_LOCALIZATIONS,mk / Macedonian,unknown,2,low,Software Developer,Standard queue,0.4324094213209374
CORE-310124,2005-09-26,CORE,Layout,unknown,2,low,Frontend Developer,Standard queue,0.48397409634284577
NSS-287495,2005-03-23,NSS,Libraries,unknown,2,low,Software Developer,Standard queue,0.4847038460891661
RELEASE_ENGINEERING-402585,2007-11-05,RELEASE_ENGINEERING,General,unknown,2,low,Software Developer,Standard queue,0.6017328376063815
FIREFOX-421763,2008-03-08,FIREFOX,Bookmarks & History,unknown,1,low,Software Developer,Standard queue,0.6321025272641998
WEBTOOLS_GRAVEYARD-201356,2003-04-09,WEBTOOLS_GRAVEYARD,Tinderbox,unknown,2,low,Software Developer,Standard queue,0.49202366121708596
MOZILLA.ORG_GRAVEYARD-471145,2008-12-25,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,2,low,Backend Developer,Standard queue,0.6280191003602803
CORE-219180,2003-09-14,CORE,Security,unknown,2,low,Software Developer,Standard queue,0.4759589729862045
ADDONS.MOZILLA.ORG_GRAVEYARD-416492,2008-02-08,ADDONS.MOZILLA.ORG_GRAVEYARD,Statistics,unknown,2,low,Software Developer,Standard queue,0.4352533656034718
RELEASE_ENGINEERING-478603,2009-02-14,RELEASE_ENGINEERING,General,unknown,3,low,Software Developer,Same-day review,0.7220205662917296
JSS-500138,2009-06-24,Other,Library,unknown,1,low,Software Developer,Standard queue,0.4373073279400833
CORE-177313,2002-10-29,CORE,Printing: Output,unknown,1,low,Software Developer,Standard queue,0.4834212007875361
FIREFOX_FOR_ANDROID-934001,2013-11-01,Other,Theme and Visual Design,unknown,2,low,Software Developer,Standard queue,0.4805499615543557
TESTOPIA-341208,2006-06-11,Other,Test Plans,unknown,3,low,Systems Developer,Same-day review,0.7241350001430769
NSPR-307573,2005-09-08,Other,NSPR,unknown,2,low,Software Developer,Standard queue,0.45550849077079847
DEVELOPER.MOZILLA.ORG-776214,2012-07-20,Other,Localization,unknown,2,low,Software Developer,Standard queue,0.4519803871369324
NSS-496305,2009-06-04,NSS,Test,unknown,2,low,Software Developer,Standard queue,0.6300313407828858
ADDONS.MOZILLA.ORG_GRAVEYARD-263619,2004-10-09,ADDONS.MOZILLA.ORG_GRAVEYARD,Administration,unknown,2,low,Software Developer,Standard queue,0.48251357590728583
CORE-168658,2002-09-14,CORE,Plug-ins,unknown,2,low,Software Developer,Standard queue,0.44726467426618466
CORE-386496,2007-07-01,CORE,Editor,unknown,2,low,Software Developer,Standard queue,0.5743963247402226
THUNDERBIRD-529299,2009-11-17,THUNDERBIRD,Toolbars and Tabs,unknown,1,low,Software Developer,Standard queue,0.5375695351499725
CALENDAR-342933,2006-06-27,CALENDAR,Internal Components,unknown,2,low,Software Developer,Standard queue,0.4854066888565688
CORE-184159,2002-12-07,CORE,XML,unknown,3,low,Systems Developer,Same-day review,0.9712364350966809
CORE_GRAVEYARD-294476,2005-05-17,CORE_GRAVEYARD,Widget: Mac,unknown,2,low,Software Developer,Standard queue,0.46361906784143114
CALENDAR-528540,2009-11-13,CALENDAR,Build Config,unknown,2,low,DevOps Engineer,Standard queue,0.5352801358498906
WWW.MOZILLA.ORG-245114,2004-05-30,WWW.MOZILLA.ORG,General,unknown,1,low,Software Developer,Standard queue,0.46072101672897414
WEBSITES_GRAVEYARD-504549,2009-07-16,Other,spreadthunderbird.com,unknown,2,low,Software Developer,Standard queue,0.48576412278137504
MOZILLA.ORG_GRAVEYARD-29278,2000-02-25,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,2,low,Backend Developer,Standard queue,0.462688376114345
TOOLKIT-453442,2008-09-03,TOOLKIT,Places,unknown,2,low,Software Developer,Standard queue,0.485592713430838
INFRASTRUCTURE_&_OPERATIONS_GRAVEYARD-467103,2008-11-28,Other,Account Requests,unknown,1,low,Software Developer,Standard queue,0.6215106575927933
MOZILLA_LOCALIZATIONS-264437,2004-10-14,MOZILLA_LOCALIZATIONS,Other,unknown,2,low,Software Developer,Standard queue,0.6048387942419975
CORE-287624,2005-03-24,CORE,CSS Parsing and Computation,unknown,2,low,Frontend Developer,Standard queue,0.7344649957942446
CORE-454435,2008-09-09,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.4850826416548061
NSS-233493,2004-02-09,NSS,Tools,unknown,2,low,Software Developer,Standard queue,0.48622429880598783
CAMINO_GRAVEYARD-412857,2008-01-17,CAMINO_GRAVEYARD,General,unknown,2,low,Software Developer,Standard queue,0.4339970516878645
ADDONS.MOZILLA.ORG_GRAVEYARD-499485,2009-06-20,ADDONS.MOZILLA.ORG_GRAVEYARD,Administration,unknown,2,low,Software Developer,Standard queue,0.523434749783208
ADDONS.MOZILLA.ORG_GRAVEYARD-362029,2006-11-27,ADDONS.MOZILLA.ORG_GRAVEYARD,Administration,unknown,3,low,Systems Developer,Same-day review,0.4564751642782026
TESTING_GRAVEYARD-461044,2008-10-21,Other,Sisyphus,unknown,2,low,Software Developer,Standard queue,0.6174998986321198
FIREFOX-449832,2008-08-08,FIREFOX,Theme,unknown,2,low,Software Developer,Standard queue,0.7268108055100218
MOZILLA.ORG_GRAVEYARD-505802,2009-07-22,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,3,low,Backend Developer,Same-day review,0.5251699610963638
FIREFOX_BUILD_SYSTEM-520418,2009-10-03,FIREFOX_BUILD_SYSTEM,General,unknown,2,low,Software Developer,Standard queue,0.7261113849180421
BUGZILLA.MOZILLA.ORG-373968,2007-03-14,Other,Administration,unknown,3,low,Systems Developer,Same-day review,0.5248360272638931
THUNDERBIRD-227014,2003-11-28,THUNDERBIRD,Mail Window Front End,unknown,2,low,Software Developer,Standard queue,0.484489304492584
CORE-255411,2004-08-12,CORE,Layout,unknown,2,low,Frontend Developer,Standard queue,0.4761514367675073
CORE-480134,2009-02-25,CORE,Graphics,unknown,3,low,Systems Developer,Same-day review,0.9012522042338109
CORE-10693,1999-07-28,CORE,XPCOM,unknown,1,low,Software Developer,Standard queue,0.5926207958920915
CORE-63357,2000-12-19,CORE,XPCOM,unknown,2,low,Software Developer,Standard queue,0.43648263960345923
CORE-199108,2003-03-25,CORE,Networking: Cookies,unknown,3,low,Backend Developer,Same-day review,0.44845282227865957
MOZILLA.ORG-91397,2001-07-18,MOZILLA.ORG,Repository Account Requests,unknown,2,low,Software Developer,Standard queue,0.6521418262659965
CORE-445705,2008-07-17,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.4676737136884854
CORE-107518,2001-10-30,CORE,XUL,unknown,3,low,Frontend Developer,Same-day review,0.8304867879112023
SKYWRITER_GRAVEYARD-511178,2009-08-18,Other,General,unknown,2,low,Software Developer,Standard queue,0.47839904671378997
MOZILLA.ORG-322792,2006-01-08,MOZILLA.ORG,Repository Account Requests,unknown,2,low,Software Developer,Standard queue,0.48560831972376756
CORE-418494,2008-02-19,CORE,Graphics,unknown,2,low,Software Developer,Standard queue,0.4857808343478745
MAILNEWS_CORE-180144,2002-11-14,MAILNEWS_CORE,Filters,unknown,2,low,Software Developer,Standard queue,0.7415659971599187
THUNDERBIRD-428887,2008-04-13,THUNDERBIRD,Mail Window Front End,unknown,2,low,Software Developer,Standard queue,0.47964140135334227
BUGZILLA-233400,2004-02-07,BUGZILLA,Documentation,unknown,2,low,Product Specialist,Standard queue,0.570062510964344
CORE-420415,2008-02-29,CORE,Document Navigation,unknown,3,low,Systems Developer,Same-day review,0.722440112038714
TOOLKIT-299282,2005-06-30,TOOLKIT,Application Update,unknown,3,low,Systems Developer,Same-day review,0.472616277115643
FIREFOX-250716,2004-07-09,FIREFOX,General,unknown,2,low,Software Developer,Standard queue,0.48153091776604845
TECH_EVANGELISM_GRAVEYARD-121711,2002-01-24,TECH_EVANGELISM_GRAVEYARD,German,unknown,2,low,Software Developer,Standard queue,0.7559546704531529
CORE_GRAVEYARD-205084,2003-05-09,CORE_GRAVEYARD,Embedding: GRE Core,unknown,2,low,Backend Developer,Standard queue,0.5397142182658237
CORE-323311,2006-01-13,CORE,DOM: Core & HTML,unknown,2,low,Frontend Developer,Standard queue,0.8414810315404767
TECH_EVANGELISM_GRAVEYARD-121042,2002-01-20,TECH_EVANGELISM_GRAVEYARD,English US,unknown,1,low,Software Developer,Standard queue,0.48170078156994134
WEBSITES-523105,2009-10-19,Other,planet.mozilla.org,unknown,1,low,Software Developer,Standard queue,0.5831680182157271
WEBSITES-484421,2009-03-20,Other,planet.mozilla.org,unknown,2,low,Software Developer,Standard queue,0.4842461446327083
FIREFOX-357222,2006-10-18,FIREFOX,Bookmarks & History,unknown,2,low,Software Developer,Standard queue,0.5667705809670712
MOZILLA.ORG-345525,2006-07-21,MOZILLA.ORG,Miscellaneous,unknown,2,low,Software Developer,Standard queue,0.8823986530077907
CALENDAR-282580,2005-02-17,CALENDAR,General,unknown,2,low,Software Developer,Standard queue,0.47859787295587175
CORE-499921,2009-06-23,CORE,Plug-ins,unknown,2,low,Software Developer,Standard queue,0.6520602959104028
FIREFOX-284206,2005-02-28,FIREFOX,General,unknown,1,low,Software Developer,Standard queue,0.5954337742875818
CORE-161250,2002-08-06,CORE,Layout,unknown,2,low,Frontend Developer,Standard queue,0.4344455371215735
WWW.MOZILLA.ORG-218635,2003-09-08,WWW.MOZILLA.ORG,General,unknown,2,low,Software Developer,Standard queue,0.46180532662404966
INFRASTRUCTURE_&_OPERATIONS-958995,2014-01-12,Other,CIDuty,unknown,2,low,Software Developer,Standard queue,0.5153532644917587
BUGZILLA-182083,2002-11-26,BUGZILLA,User Interface,unknown,2,low,Frontend Developer,Standard queue,0.8004083442781588
CORE-46077,2000-07-21,CORE,XUL,unknown,2,low,Frontend Developer,Standard queue,0.4824978572279968
MOZILLA.ORG_GRAVEYARD-433983,2008-05-15,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,2,low,Backend Developer,Standard queue,0.4829876137662673
ADDONS.MOZILLA.ORG_GRAVEYARD-375034,2007-03-23,ADDONS.MOZILLA.ORG_GRAVEYARD,Administration,unknown,2,low,Software Developer,Standard queue,0.6327569923966563
BUGZILLA-311572,2005-10-07,BUGZILLA,Bugzilla-General,unknown,1,low,Software Developer,Standard queue,0.4338940144366561
SEAMONKEY-220768,2003-09-30,SEAMONKEY,MailNews: Account Configuration,unknown,2,low,DevOps Engineer,Standard queue,0.7028590189384635
CORE-520942,2009-10-06,CORE,CSS Parsing and Computation,unknown,2,low,Frontend Developer,Standard queue,0.47872629680773865
CORE-396512,2007-09-17,CORE,JavaScript Engine,unknown,2,low,Frontend Developer,Standard queue,0.45728396989293785
TECH_EVANGELISM_GRAVEYARD-225374,2003-11-11,TECH_EVANGELISM_GRAVEYARD,English Other,unknown,2,low,Software Developer,Standard queue,0.5946269704174847
MINIMO_GRAVEYARD-319587,2005-12-08,Other,Build Config,unknown,2,low,DevOps Engineer,Standard queue,0.46147771218485556
CAMINO_GRAVEYARD-405744,2007-11-27,CAMINO_GRAVEYARD,General,unknown,2,low,Software Developer,Standard queue,0.4627042438169695
CORE-397373,2007-09-24,CORE,ImageLib,unknown,2,low,Software Developer,Standard queue,0.6821815509409419
WEBMAKER_GRAVEYARD-882187,2013-06-12,Other,Popcorn Maker,unknown,2,low,Software Developer,Standard queue,0.770397887723284
CORE-292656,2005-05-02,CORE,Layout: Form Controls,unknown,2,low,Frontend Developer,Standard queue,0.47490553014800885
WEBTOOLS_GRAVEYARD-468347,2008-12-07,WEBTOOLS_GRAVEYARD,Graph Server,unknown,2,low,Backend Developer,Standard queue,0.47993098077130136
TOOLKIT-231361,2004-01-18,TOOLKIT,Downloads API,unknown,2,low,Backend Developer,Standard queue,0.4630280186246238
THUNDERBIRD-229112,2003-12-21,THUNDERBIRD,Message Compose Window,unknown,3,low,Systems Developer,Same-day review,0.8214124831655452
THUNDERBIRD-474807,2009-01-22,THUNDERBIRD,Mail Window Front End,unknown,2,low,Software Developer,Standard queue,0.4651004508847765
CLOUD_SERVICES-478328,2009-02-12,Other,General,unknown,2,low,Software Developer,Standard queue,0.7131376540703669
NSS-496993,2009-06-08,NSS,Libraries,unknown,2,low,Software Developer,Standard queue,0.45943118773155206
MOZILLA_MESSAGING-523093,2009-10-19,Other,Server Operations,unknown,3,low,Backend Developer,Same-day review,0.44700590044529875
MARKETING-932467,2013-10-29,Other,Design,unknown,2,low,Software Developer,Standard queue,0.6276253717879166
CAMINO_GRAVEYARD-419710,2008-02-26,CAMINO_GRAVEYARD,General,unknown,2,low,Software Developer,Standard queue,0.4803257504212182
CAMINO_GRAVEYARD-352827,2006-09-15,CAMINO_GRAVEYARD,Preferences,unknown,2,low,Software Developer,Standard queue,0.7039129771585283
CORE-368477,2007-01-28,CORE,XPCOM,unknown,2,low,Software Developer,Standard queue,0.47015892219540234
CAMINO_GRAVEYARD-288743,2005-04-02,CAMINO_GRAVEYARD,Preferences,unknown,2,low,Software Developer,Standard queue,0.5495986720113495
CORE-341747,2006-06-16,CORE,Disability Access APIs,unknown,2,low,Backend Developer,Standard queue,0.4662281956922465
CORE-30729,2000-03-06,CORE,XUL,unknown,2,low,Frontend Developer,Standard queue,0.44229035481808854
SEAMONKEY-83001,2001-05-28,SEAMONKEY,MailNews: Message Display,unknown,2,low,Frontend Developer,Standard queue,0.45461087098736586
CLOUD_SERVICES-442257,2008-06-27,Other,General,unknown,3,low,Software Developer,Same-day review,0.8258734517568612
SEAMONKEY-154521,2002-06-26,SEAMONKEY,Composer,unknown,2,low,Software Developer,Standard queue,0.43690731371547753
FIREFOX-490225,2009-04-26,FIREFOX,General,unknown,2,low,Software Developer,Standard queue,0.5858811250311141
FIREFOX-319894,2005-12-11,FIREFOX,Bookmarks & History,unknown,2,low,Software Developer,Standard queue,0.4585257446994437
BUGZILLA-451758,2008-08-22,BUGZILLA,User Interface,unknown,1,low,Frontend Developer,Standard queue,0.8325438074660865
DIRECTORY-12884,1999-08-31,Other,PerLDAP,unknown,3,low,Systems Developer,Same-day review,0.7162346060414881
RHINO_GRAVEYARD-457705,2008-09-29,Other,Core,unknown,1,low,Backend Developer,Standard queue,0.5165755729499076
CORE-396329,2007-09-16,CORE,Disability Access APIs,unknown,3,low,Backend Developer,Same-day review,0.875983243869927
MOZILLA.ORG_GRAVEYARD-515292,2009-09-08,MOZILLA.ORG_GRAVEYARD,Server Operations,unknown,1,low,Backend Developer,Standard queue,0.4825537669099126
SEAMONKEY-17996,1999-11-04,SEAMONKEY,General,unknown,1,low,Software Developer,Standard queue,0.503499192106816
CORE-572983,2010-06-18,CORE,js-ctypes,unknown,2,low,Software Developer,Standard queue,0.477748468349916
DEVELOPER.MOZILLA.ORG-714804,2012-01-03,Other,Wiki pages,unknown,2,low,Software Developer,Standard queue,0.48123052210034734
